Result,match_number,team_code,opponent_code,gender,season,team_score,team_wickets,winner_code,toss_winner_code,home_advantage,venue_city_code,choose_to_bat,avg_score,avg_win_rate,avg_wickets_out,last_match_result
1,23,3,5,0,2022,145,6,3,5,1,5,0,128.41666666666666,0.4166666666666667,5.083333333333333,0
1,24,4,2,0,2022,163,2,4,4,0,2,1,116.21428571428572,0.7142857142857143,4.857142857142857,1
1,40,5,6,0,2022,134,6,5,6,1,6,0,122.53333333333332,0.8,4.8,0
0,50,5,4,0,2022,101,7,4,5,0,4,1,123.25,0.8125,4.875,1
0,1,7,5,1,2022,107,7,5,5,0,5,0,143.5,0.375,6.375,1
1,2,1,4,1,2022,171,6,1,4,0,4,0,134.85714285714286,0.1428571428571428,6.857142857142857,0
0,3,2,3,1,2022,161,4,3,3,1,3,0,130.0,0.3333333333333333,6.833333333333333,0
0,4,0,6,1,2022,143,7,6,6,0,6,0,148.66666666666666,0.6666666666666666,5.111111111111111,0
1,5,4,7,1,2022,158,5,4,7,0,7,0,142.875,0.5,6.125,0
1,6,1,2,1,2022,160,6,1,1,1,2,1,139.375,0.25,6.75,1
0,7,3,6,1,2022,152,8,6,6,1,6,0,152.0,0.5,5.875,1
1,8,0,5,1,2022,176,4,0,5,1,5,0,148.1,0.6,5.3,0
0,9,3,4,1,2022,157,7,4,4,0,4,0,152.0,0.4444444444444444,6.111111111111111,0
1,10,1,5,1,2022,147,6,1,1,0,5,1,141.66666666666666,0.3333333333333333,6.666666666666667,1
0,11,2,6,1,2022,189,3,6,6,1,6,0,131.125,0.25,6.875,0
1,12,0,7,1,2022,130,7,0,7,0,7,0,150.63636363636363,0.6363636363636364,5.181818181818182,1
0,13,3,1,1,2022,143,5,1,3,1,1,1,152.5,0.4,6.2,0
0,14,5,4,1,2022,137,6,4,4,0,4,0,134.83333333333334,0.6666666666666666,5.333333333333333,0
0,15,6,0,1,2022,145,6,0,0,0,0,0,138.41666666666666,0.6666666666666666,5.166666666666667,1
1,16,2,7,1,2022,149,9,2,7,1,7,0,137.55555555555554,0.2222222222222222,6.444444444444445,0
1,17,6,4,1,2022,181,4,6,4,1,4,0,138.92307692307693,0.6153846153846154,5.230769230769231,0
1,18,2,5,1,2022,188,3,2,5,0,5,0,138.7,0.3,6.7,1
1,19,3,0,1,2022,169,6,3,0,0,0,0,151.63636363636363,0.3636363636363636,6.090909090909091,0
0,20,1,6,1,2022,122,10,6,6,0,6,0,142.63636363636363,0.4545454545454545,6.2727272727272725,1
1,21,2,3,1,2022,208,5,2,3,0,3,0,143.1818181818182,0.3636363636363636,6.363636363636363,1
0,22,7,5,1,2022,129,8,5,5,1,5,0,133.5,0.25,6.583333333333333,0
1,23,0,4,1,2022,166,6,0,4,0,4,0,148.07142857142858,0.6428571428571429,5.428571428571429,0
1,24,1,7,1,2022,156,6,1,7,1,7,0,140.91666666666666,0.4166666666666667,6.583333333333333,0
0,25,6,5,1,2022,138,6,5,5,0,5,0,140.93333333333334,0.6666666666666666,5.066666666666666,1
0,26,7,3,1,2022,114,4,3,7,1,3,1,133.57142857142858,0.2142857142857142,6.857142857142857,0
0,27,1,4,1,2022,122,7,4,1,1,4,1,142.07692307692307,0.4615384615384615,6.538461538461538,1
1,28,2,0,1,2022,154,6,2,2,0,0,1,148.58333333333334,0.4166666666666667,6.25,1
1,29,6,7,1,2022,172,4,6,7,1,7,0,140.75,0.625,5.125,0
0,30,1,0,1,2022,139,6,0,0,1,0,0,140.64285714285714,0.4285714285714285,6.571428571428571,0
1,31,3,5,1,2022,135,8,3,5,1,5,0,152.71428571428572,0.4285714285714285,6.0,1
0,32,4,2,1,2022,143,9,2,4,0,2,1,145.5,0.5714285714285714,5.785714285714286,1
0,40,1,2,1,2022,150,7,2,1,0,2,1,140.53333333333333,0.4,6.533333333333333,0
0,50,2,6,1,2022,120,9,6,2,0,6,1,148.8,0.5333333333333333,6.0,1
